date,policy,Restrict/Close,Opening (State),Opening (County),Testing,Education,Health/Medical,Emergency Level,Transportation,Budget,Social Distancing,Other
"March 3, 2020","The North Dakota Department of Healthhasdeveloped an online surveyfor people who have traveled internationally within the past 14 days to complete. Upon completion of the survey, North Dakotans will receive information about how to monitor themselves for symptoms of COVID-19 and what to do if symptoms develop."
"March 12, 2020",Governor Burgumreleased recommendationsaroundlarge events and public gatherings.
"March 13, 2020",Governor Burgum declared a state of emergency
"March 15, 2020",-The Governor ordered all K-12 schools to close from March 16-March 20 to slow the spread of COVID-19.
"March 17, 2020"," The Department of Commerce partnered with the Greater North Dakota Chamber (GNDC) to provide a weekly business briefing via conference call to GNDC members and businesses, trade associations, and local chambers of commerce to discuss current solutions for stressors caused by COVID-19."
"March 18, 2020",- The Governor signed an executive order allowing K-12 schools to not make up instructional time lost due to COVID-19 related closures.
"March 19, 2020", The Governor signed an executive order directing bars and restaurants to close to on-site patrons.
"March 19, 2020", The Governor signed an executive order temporarily suspending certain licensure requirements for health care and behavioral health care workers to allow them to work in the state if theyre appropriately licensed in another state.
"March 19, 2020", The Governor announced additional guidance for K-12 schools to continue educating students through alternative delivery methods beginning April 1.
"March 19, 2020"," The North Dakota Development Board voted to suspend all payments, both principal and interest, for all outstanding North Dakota Development Fund Loans for 30 days."
"March 20, 2020"," The Governor signed three executive orders to reduce regulatory burdens and improve services for North Dakotans. Taken together, these waivers:

Require immediate changes to the unemployment insurance process by expanding eligibility;


Order state agencies to identify any state laws, rules, or regulations that hinder or delay their ability to render maximum assistance;


Recognize any North Dakota drivers license or motor vehicle registration that expired on or after March 1, as valid and current as long as the executive order is in effect;


Expand telehealth services to limit in-person visits and assist residents practicing social distancing; and


Include medical imaging and radiation therapy professionals to the list of health professionals who can work in the state if theyre appropriately licensed in another state.

"
"March 21, 2020"," The Governor signed an executive order expanding testing locations across the state. Specifically, the Governor authorized licensed pharmacists to administer COVID-19 tests and issue emergency refills for medications for up to a 30-day supply."
"March 22, 2020", The Governorissued an executive orderrequesting school districts submit distance learning plans by March 27 and begin instruction no later than April 1.
"March 22, 2020"," The North Dakota Department of Commerce issued these COVID-19 state resources: North Dakota Development Fund Loans, Childcare Loan Program, and Rural Growth Incentive Program Emergency Loans."
"March 25, 2020"," The Governor issued an executive order extending workers compensation coverage to first responders and health care providers who encounter an infected person. Notably, the executive order:

Provides up to 14 days of medical and wage replacement benefits if first responders and health care providers are quarantined, and


Provides employees who contract the virus on the job with full workers compensation benefits just like any other compensable work injury claim.

"
"March 25, 2020","- The Centers for Medicare & Medicaid Services (CMS)approvedNorth Dakotas request for a Section 1135 Medicaid waiver. The approved waiver enables North Dakota to provide flexibilities in Medicaid provider screening and enrollment, forgo certain pre-admission screening and annual resident review assessments, lift prior authorization requirements, extend fair hearing and appeals timelines, and modify time frames for tribal consultations for certain COVID-19-related Medicaid State Plan Amendments."
"March 26, 2020"," The Governor unveiled a child care initiative with the following elements:

Providing guidance on how child care providers can continue to safely serve children through modified operating practices;


Establishing a Child Care Emergency Operating Grant to cover operating costs associated with the modified practices and to sustain vital child care services; and,


Providing added flexibility to allow school districts to help care for children in grades K-5 whose parents are frontline workers.

"
"March 26, 2020"," The Governor issued an Executive Order waiving the requirement that counties must provide at least one physical polling location on primary election day; accordingly, this gives counties the flexibility and local control to conduct the June 9 primary election by mail ballot only  if the county chooses to do so."
"March 27, 2020", The Governor issued an executive order that expanded business closures as the number of confirmed cases attributed to community spread surpassed the number of travel-related or close-contact cases.
"March 27, 2020"," The Governor issued an executive order suspending payment of unemployment taxes and suspending interest on all Workforce Safety & Insurance employer accounts, which will allow them to focus on preserving their business operations and retaining critical cash flow."
"March 29, 2020"," The Governor requested a major disaster declaration to support public infrastructure and facilities; mitigation grants for counties and tribal nations; assistance for individuals and households, and supplemental nutrition and transitional sheltering assistance, among other aid."
"March 30, 2020"," The Governor amended Executive Order 2020-10.1 allowing certain public school districts to open facilities through the month of May, for the limited purpose of providing childcare services to children in grades K-5 only, for K-12 teachers and other health, safety and lifeline worker households."
"March 30, 2020"," The Governor issued Executive Order 2020-16 suspending the open meeting requirement of a physical meeting room and a speakerphone or monitor at a physical location, when members of the governing body are attending remotely."
"March 30, 2020", The Governor issued Executive Order 2020-17 temporarily suspending deadlines for public libraries to submit state aid applications and reports.
"March 31, 2020"," The Governor announced the activation of North Dakotas Workforce Coordination Center to connect businesses with the volunteers and workforce they need to support effected health care providers, industries, and agencies."
